String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/multigen.wa,"Are you age 50+ in a multi-generational household?",,,,,,,,,,,,,,
c19.eligibility.question/health.1b.wa,"Are you 16+ with 2 or more medical conditions?",,,,,,,,,,,,,,
c19.eligibility.question/congregate_worker.wa,"Do you work in a congregate setting such as a group home",,,,,,,,,,,,,,
c19.eligibility.question/congregate_services.wa,"Do you experience homelessness and access services or live in a congregate setting such as a shelter or temporary housing?",,,,,,,,,,,,,,
c19.links/workflow.wa,"Washington State PhaseFinder",,,,,,,,,,,,,,
c19.link/scheduling.phone.wa,"1-888-856-5816",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.wa,"State COVID-19 Assistance Hotline",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you.wa.1b_tier_2,"This includes High-risk critical workers* in the following industries: agriculture, fishing vessel crews, food processing, grocery store/food bank, corrections (prisons, jails, detention centers), court of law, public transit, and remaining first responders, educators and school staff for pre-kindergarten through 12th grade, and child care workers",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.wa.1b_tier_2,"This includes high-risk critical workers* in the following industries: agriculture, fishing vessel crews, food processing, grocery store/food bank, corrections (prisons, jails, detention centers), court of law, public transit, and remaining first responders
*Work in an enclosed space around other people and cannot maintain physical distance.

This also includes educators and school staff for pre-kindergarten through 12th grade, and child care workers",,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.wa.1b_tier_2,"People with disabilities wondering about their eligibility should apply the definition to their situation: Does their disability put them at increased risk for COVID-19? They can also work with their health care provider to assess their eligibility. In particular, Down syndrome increases risk for severe illness and is on the CDC list. Research continues to emerge on other developmental and intellectual disabilities that put someone at increased risk, so these eligibility guidelines lean toward inclusiveness.

People with disabilities are eligible in 1B tier 2 if:

Their disability alone puts them at higher risk for severe illness from COVID-19 (e.g. Down syndrome).
They have a disability that doesn’t alone put them at higher risk but they also have another underlying condition from the CDC list. (e.g. A person who is deaf and has Type 2 diabetes).",,,,,,,,,,,,,,
