String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/health.1a.oh.psychiatric,"Are you a psychiatric hospital patient?",,,,"¿Eres un paciente psiquiátrico del hospital?",,,,,,,,,,
c19.eligibility.question/health.1b.oh,"Are you living with severe congenital, developmental, or early-onset conditions?",,,,"¿Vive con condiciones congénitas, de desarrollo o de inicio temprano?",,,,,,,,,,
c19.link/scheduling.phone.oh,"1-833-427-5634",,,,"1-833-427-5634",,,,,,,,,,
c19.link/scheduling.phone.description.oh,"COVID-19 Hotline",,,,"Línea directa covid-19",,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.oh.current,"Healthcare workers and personnel who are routinely involved in the care of COVID-19 patients.",,,,"Personal sanitario y personal habitualmente involucrado en la atención de pacientes con COVID-19.",,,,,,,,,,
c19.eligibility.moreinfo/congregate.oh.current,"* Residents and staff in nursing homes.
* Residents and staff in assisted living facilities.
* Patients and staff at state psychiatric hospitals.
* Residents and staff at our two state-run homes for Ohio veterans.
",,,,"* Residentes y personal en residencias de ancianos.
* Residentes y personal en instalaciones de vida asistida.
* Pacientes y personal en hospitales psiquiátricos estatales.
* Residentes y personal en nuestras dos casas estatales para veteranos de Ohio.
",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.ff_leo_corrections.oh.current,"Law enforcement and corrections officers: There are approximately 76,000 Ohioans eligible in this category.
 * This group includes sworn law enforcement officers and peace officers who have first responder or direct supervisory responsibilities. These individuals must be active duty, working a regular minimum of 20 hours a week. Eligibility does not include retired, “special,” or reserve officers.  
      * Police officers.
      * Sheriff's deputies.
      * Ohio State Highway Patrol troopers.
      * Special jurisdiction officers: Other state or federal enforcement officers such as Ohio Department of Natural Resources (ODNR) enforcement staff, pharmacy board investigators, BCI agents, state fire marshal investigators, federal transportation security officers, and other federal law enforcement officers who do not have access to vaccination from federal sources.
 * Corrections staff: Eligible are corrections staff, including probation and parole staff, who provide direct services to an adult or juvenile inmate or court-supervised individuals.
 * Firefighters: Individuals who have a valid active firefighting certificate in the State of Ohio who are active members or employees of a recognized fire department. This does not include retired, emeritus or reserve individuals.",,,,"Agentes de la ley y correccionales: Hay aproximadamente 76,000 ohioanos elegibles en esta categoría.
 * Este grupo incluye agentes de la ley jurados y oficiales de paz que tienen responsabilidades de socorrista o supervisión directa. Estas personas deben estar en servicio activo, trabajando un mínimo regular de 20 horas a la semana. La elegibilidad no incluye oficiales jubilados, ""especiales"" o de reserva.  
      * Agentes de policía.
      * Ayudantes del sheriff.
      * Soldados de la Patrulla de Carreteras del Estado de Ohio.
      * Oficiales de jurisdicción especial: Otros oficiales de cumplimiento estatales o federales como el personal de cumplimiento del Departamento de Recursos Naturales de Ohio (ODNR), investigadores de la junta de farmacia, agentes de BCI, investigadores de bomberos estatales, oficiales federales de seguridad de transporte y otros agentes de la ley federal que no tienen acceso a la vacunación de fuentes federales.
 * Personal correccional: Los elegibles son el personal de correccionales, incluyendo el personal de libertad condicional y libertad condicional, que proporcionan servicios directos a un recluso adulto o juvenil o individuos supervisados por la corte.
 * Bomberos: Individuos que tienen un certificado de extinción de incendios activo válido en el estado de Ohio que son miembros activos o empleados de un departamento de bomberos reconocido. Esto no incluye a personas jubiladas, eméritas o de reserva.",,,,,,,,,,
c19.eligibility.moreinfo/worker.do.oh.current,"Funeral services: This group includes licensed staff and active apprentices in the funeral services industry. There are approximately 3,600 eligible Ohioans in this category. 
 * Embalmers/morticians.
 * Funeral home directors.
 * Crematory operators.
 * Apprentices.",,,,"Servicios funerarios: Este grupo incluye personal con licencia y aprendices activos en la industria de servicios funerarios. Hay aproximadamente 3,600 ohioanos elegibles en esta categoría. 
 * Embalsamados/morticianos.
 * Directores de funerarias.
 * Operadores crematorios.
 * Aprendices.",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you.oh.current,"Child care services: Staff members at child care centers and pre-kindergarten programs who have regular, ongoing direct contact with children enrolled in these programs. There are approximately 40,400 eligible Ohioans in this category.
 * Administrators, lead and assistant teachers, and substitute teachers enrolled in Ohio's Professional Registry who are currently working in open child care or pre-kindergarten programs. 
 * Licensing specialists employed by the Ohio Department of Job and Family Services or a county job and family services agency. 
 * The program does NOT include parent volunteers, board members, or owners/administrators who do not provide in-classroom support.",,,,"Servicios de cuidado infantil: Miembros del personal de los centros de cuidado infantil y programas de pre-kindergarten que tienen contacto directo regular y continuo con los niños inscritos en estos programas. Hay aproximadamente 40,400 ohioanos elegibles en esta categoría.
 * Administradores, maestros líderes y asistentes, y maestros sustitutos inscritos en el Registro Profesional de Ohio que actualmente están trabajando en programas abiertos de cuidado infantil o pre-kindergarten. 
 * Especialistas en licencias empleados por el Departamento de Trabajo y Servicios Familiares de Ohio o una agencia de empleo y servicios familiares del condado. 
 * El programa NO incluye voluntarios de padres, miembros de la junta o propietarios/administradores que no proporcionan apoyo en el salón de clases.",,,,,,,,,,
c19.eligibility.moreinfo/health.oh.current,"Ohioans born with or who have early childhood conditions that are carried into adulthood which put them at a higher risk for adverse outcomes due to COVID-19.
Sickle cell anemia.
Down syndrome.
Cystic fibrosis.
Muscular dystrophy.
Cerebral palsy.
Spina bifida.
People born with severe heart defects, requiring regular specialized medical care.
People with severe type 1 diabetes, who have been hospitalized for this in the past year.
Phenylketonuria (PKU), Tay-Sachs, and other rare, inherited metabolic disorders.
Epilepsy with continuing seizures; hydrocephaly; microcephaly, and other severe neurological disorders.
Turner syndrome, fragile X syndrome, Prader-Willi syndrome, and other severe genetic disorders.
People with severe asthma, who have been hospitalized for this in the past year.
Alpha and beta thalassemia
Solid organ transplant candidates and recipients.

Additional medical conditions that qualify Ohioans for the vaccine are:
People with amyotrophic lateral sclerosis (ALS), also known as Lou Gehrig's disease. 
Bone marrow transplant recipients.
People with type 1 diabetes.
People with type 2 diabetes under the age of 50.
People with end-stage renal disease (also known as end-stage kidney disease) under the age of 50.
Cancer.
Chronic kidney disease (CKD).
Chronic obstructive pulmonary disease (COPD).
Heart disease.
Obesity.",,,,,,,,,,,,,,
c19.eligibility.moreinfo/age.are_you_at.oh.current,"The Pfizer vaccine is authorized for those ages 12 and older. The Moderna and Johnson and Johnson/Janssen vaccines are authorized for those ages 18 and older.",,,,,,,,,,,,,,
