String ID,en-us,en-us-sms,en-us-voice,ko-kr,ko-kr-sms,ko-kr-voice,vi-vn,vi-vn-sms,vi-vn-voice,zh-cn,zh-cn-sms,zh-cn-voice,es-us,es-us-sms,es-us-voice,de-de,de-de-sms,de-de-voice,es-es,es-es-sms,es-es-voice,fi-fi,fi-fi-sms,fi-fi-voice,fr-fr,fr-fr-sms,fr-fr-voice,he-il,he-il-sms,he-il-voice,it-it,it-it-sms,it-it-voice,ja-jp,ja-jp-sms,ja-jp-voice,pt-pt,pt-pt-sms,pt-pt-voice,sv-se,sv-se-sms,sv-se-voice,th-th,th-th-sms,th-th-voice
c19.link/scheduling.phone.mo,"(877) 435-8411",,,,,,,,,,,,"(877) 435-8411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.mo.1c,"This includes those at:
- Hospitals, Long-term care facilities and residents, including Department of Mental Health (DMH)-operated facilities.
- Home health, Hospice, Dialysis centers, Urgent care.
- Vaccinator staff and those administering COVID testing.
- High-risk non-congregate healthcare, including clinics, physicians, and home care providers.
- All remaining patient-facing healthcare providers, including but not limited to health care workers in emergency shelters, dental offices, school nurses, pharmacies, public health clinics, mental/behavioral health providers, and correctional settings.",,,,,,,,,,,,"Esto incluye aquellos en:
- Hospitales, centros de atención a largo plazo y residentes, incluyendo instalaciones operadas por el Departamento de Salud Mental (DMH).
- Salud en el hogar, hospicio, centros de diálisis, atención urgente.
- Personal del vacunador y aquellos que administran pruebas covid.
- Atención médica no congregada de alto riesgo, incluidas clínicas, médicos y proveedores de atención domiciliaria.
- Todos los proveedores de atención médica que se enfrentan a los pacientes restantes, incluidos, entre otros, los trabajadores de atención médica en refugios de emergencia, consultorios dentales, enfermeras escolares, farmacias, clínicas de salud pública, proveedores de salud mental/conductual y entornos correccionales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.mo.1c,"Congregate community healthcare settings staff and residents, including DMH contracted settings and adult day cares.",,,,,,,,,,,,"Congregar el personal de la configuración de atención médica de la comunidad y los residentes, incluyendo los ajustes contratados por DMH y las guarderías para adultos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.mo.1c,"This includes
Public Health Administrators and Staff
Law Enforcement
Fire Services
Corrections
Emergency Management
Public Works
Emergency Services",,,,,,,,,,,,"Esto incluye
Administradores y personal de salud pública
Aplicación de la ley
Servicios de bomberos
Correcciones
Gestión de emergencias
Obras Públicas
Servicios de emergencia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are.mo.1c,"This includes:

Public Health Administrators and Staff
Law Enforcement
Fire Services
Corrections
Emergency Management
Public Works
Emergency Services",,,,,,,,,,,,"Esto incluye:

Administradores y personal de salud pública
Aplicación de la ley
Servicios de bomberos
Correcciones
Gestión de emergencias
Obras Públicas
Servicios de emergencia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.mo.1c,"Any adults with cancer, Chronic Kidney Disease, COPD, Heart Conditions, weakened immune system due to organ transplant, severe obesity (BMI >40), pregnancy, Sickle Cell Disease, Type 2 Diabetes Mellitus, or individuals with intellectual and/or developmental disabilities such as Down Syndrome.",,,,,,,,,,,,"Cualquier adulto con cáncer, enfermedad renal crónica, EPOC, afecciones cardíacas, sistema inmunitario debilitado debido al trasplante de órganos, obesidad grave (IMC >40), embarazo, enfermedad de células falciformes, diabetes mellitus tipo 2 o individuos con discapacidades intelectuales y/o del desarrollo como síndrome de Down.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.mo.1b_tier_3,"This includes those at:
- Hospitals, Long-term care facilities and residents, including Department of Mental Health (DMH)-operated facilities.
- Home health, Hospice, Dialysis centers, Urgent care.
- Vaccinator staff and those administering COVID testing.
- High-risk non-congregate healthcare, including clinics, physicians, and home care providers.
- All remaining patient-facing healthcare providers, including but not limited to health care workers in emergency shelters, dental offices, school nurses, pharmacies, public health clinics, mental/behavioral health providers, and correctional settings.",,,,,,,,,,,,"Esto incluye aquellos en:
- Hospitales, centros de atención a largo plazo y residentes, incluyendo instalaciones operadas por el Departamento de Salud Mental (DMH).
- Salud en el hogar, hospicio, centros de diálisis, atención urgente.
- Personal del vacunador y aquellos que administran pruebas covid.
- Atención médica no congregada de alto riesgo, incluidas clínicas, médicos y proveedores de atención domiciliaria.
- Todos los proveedores de atención médica que se enfrentan a los pacientes restantes, incluidos, entre otros, los trabajadores de atención médica en refugios de emergencia, consultorios dentales, enfermeras escolares, farmacias, clínicas de salud pública, proveedores de salud mental/conductual y entornos correccionales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.mo.1b_tier_3,"This includes: 
- First responders & emergency services
- EMS/EMT/Paramedics
- Education (K-12)
- Childcare
- Communications Infrastructure
- Dams Sector
- Energy Sector
- Food & Agriculture Sector 1
- Government
- Information Technology
- Nuclear Reactor Sector
- Transportation Systems
- Water and Wastewater Systems
",,,,,,,,,,,,"Esto incluye: 
- Socorristas y servicios de emergencia
- EMS/EMT/Paramédicos
- Educación (K-12)
- Cuidado de niños
- Infraestructura de comunicaciones
- Sector presas
- Sector energético
- Sector Agroalimentario 1
- Gobierno
- Tecnologías de la información
- Sector de reactores nucleares
- Sistemas de transporte
- Sistemas de agua y aguas residuales
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.are_you_an_adult.mo.1b_tier_3,"Any adults with cancer, Chronic Kidney Disease, COPD, Heart Conditions, weakened immune system due to organ transplant, severe obesity (BMI >40), pregnancy, Sickle Cell Disease, Type 2 Diabetes Mellitus, or individuals with intellectual and/or developmental disabilities such as Down Syndrome.",,,,,,,,,,,,"Cualquier adulto con cáncer, enfermedad renal crónica, EPOC, afecciones cardíacas, sistema inmunitario debilitado debido al trasplante de órganos, obesidad grave (IMC >40), embarazo, enfermedad de células falciformes, diabetes mellitus tipo 2 o individuos con discapacidades intelectuales y/o del desarrollo como síndrome de Down.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.mo.1b_tier_3,"Congregate community healthcare settings staff and residents, including DMH contracted settings and adult day cares.",,,,,,,,,,,,"Congregar el personal de la configuración de atención médica de la comunidad y los residentes, incluyendo los ajustes contratados por DMH y las guarderías para adultos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.mo.2,"This includes those at:
- Hospitals, Long-term care facilities and residents, including Department of Mental Health (DMH)-operated facilities.
- Home health, Hospice, Dialysis centers, Urgent care.
- Vaccinator staff and those administering COVID testing.
- High-risk non-congregate healthcare, including clinics, physicians, and home care providers.
- All remaining patient-facing healthcare providers, including but not limited to health care workers in emergency shelters, dental offices, school nurses, pharmacies, public health clinics, mental/behavioral health providers, and correctional settings.",,,,,,,,,,,,"Esto incluye aquellos en:
- Hospitales, centros de atención a largo plazo y residentes, incluyendo instalaciones operadas por el Departamento de Salud Mental (DMH).
- Salud en el hogar, hospicio, centros de diálisis, atención urgente.
- Personal del vacunador y aquellos que administran pruebas covid.
- Atención médica no congregada de alto riesgo, incluidas clínicas, médicos y proveedores de atención domiciliaria.
- Todos los proveedores de atención médica que se enfrentan a los pacientes restantes, incluidos, entre otros, los trabajadores de atención médica en refugios de emergencia, consultorios dentales, enfermeras escolares, farmacias, clínicas de salud pública, proveedores de salud mental/conductual y entornos correccionales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.mo.2,"This includes: 
- Public Health Administrators and Staff
- Law Enforcement
- Fire Services
- Corrections
- Emergency Management
- Public Works
- Emergency Services
- Education (K-12)
- Childcare
- Communications Infrastructure
- Dams Sector
- Energy Sector
- Food & Agriculture Sector 1
- Government
- Information Technology
- Nuclear Reactor Sector
- Transportation Systems
- Water and Wastewater Systems
- Chemical Sector
- Commercial Facilities Sector
- Critical Manufacturing Sector
- Defense Industrial Base Sector
- Financial Services Sector
- Food & Agriculture Sector 2
- Government
- Higher Education
- Libraries

More detailed list available at the link
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.are_you_an_adult.mo.2,"Any adults with cancer, Chronic Kidney Disease, COPD, Heart Conditions, weakened immune system due to organ transplant, severe obesity (BMI >40), pregnancy, Sickle Cell Disease, Type 2 Diabetes Mellitus, or individuals with intellectual and/or developmental disabilities such as Down Syndrome.",,,,,,,,,,,,"Cualquier adulto con cáncer, enfermedad renal crónica, EPOC, afecciones cardíacas, sistema inmunitario debilitado debido al trasplante de órganos, obesidad grave (IMC >40), embarazo, enfermedad de células falciformes, diabetes mellitus tipo 2 o individuos con discapacidades intelectuales y/o del desarrollo como síndrome de Down.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.mo.2,"Congregate community healthcare settings staff and residents, including DMH contracted settings and adult day cares.",,,,,,,,,,,,"Congregar el personal de la configuración de atención médica de la comunidad y los residentes, incluyendo los ajustes contratados por DMH y las guarderías para adultos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
