String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/essential_worker.1b.nh,"Are you a corrections officer or staff member?",,,,"¿Es usted un oficial de correccionales o un miembro del personal?",,,,,,,,,,
c19.eligibility.question/health.1b.nh,"Are you age 16+ with 2 or more underlying health conditions, or a caregiver to such?",,,,"¿Tiene más de 16 años con 2 o más condiciones de salud subyacentes, o un cuidador de tal?",,,,,,,,,,
c19.eligibility.question/congregate.nh,"Are you a resident of a facility for people with intellectual and developmental disabilities?",,,,"¿Es usted residente de un centro para personas con discapacidad intelectual y del desarrollo?",,,,,,,,,,
c19.eligibility.moreinfo/health.1b.nh.nh.1b," - Cancer
 - Chronic Kidney Disease
 - COPD (Chronic Obstructive Pulmonary Disease)
 - Down Syndrome
 - Heart Conditions, such as heart failure, coronary artery disease, or cardiomyopathies
 - Immunocompromised state (weakened immune system) from solid organ transplant
 - Obesity
 - Severe Obesity
 - Pregnancy
 - Sickle cell disease
 - Other high risk pulmonary disease
 - Type 2 Diabetes Mellitus",,,," - Cáncer
 - Enfermedad renal crónica
 - EPOC (Enfermedad Pulmonar Obstructiva Crónica)
 - Síndrome de Down
 - Afecciones cardíacas, como insuficiencia cardíaca, enfermedad de las arterias coronarias o cardiomiopatías
 - Estado inmunodeprimido (sistema inmunitario debilitado) del trasplante de órganos sólidos
 - Obesidad
 - Obesidad severa
 - Embarazo
 - Enfermedad de células falciformes
 - Otras enfermedades pulmonares de alto riesgo
 - Diabetes Mellitus tipo 2",,,,,,,,,,
c19.eligibility.moreinfo/health.1b.nh.nh.2b," - Cancer
 - Chronic Kidney Disease
 - COPD (Chronic Obstructive Pulmonary Disease)
 - Down Syndrome
 - Heart Conditions, such as heart failure, coronary artery disease, or cardiomyopathies
 - Immunocompromised state (weakened immune system) from solid organ transplant
 - Obesity
 - Severe Obesity
 - Pregnancy
 - Sickle cell disease
 - Other high risk pulmonary disease
 - Type 2 Diabetes Mellitus",,,," - Cáncer
 - Enfermedad renal crónica
 - EPOC (Enfermedad Pulmonar Obstructiva Crónica)
 - Síndrome de Down
 - Afecciones cardíacas, como insuficiencia cardíaca, enfermedad de las arterias coronarias o cardiomiopatías
 - Estado inmunodeprimido (sistema inmunitario debilitado) del trasplante de órganos sólidos
 - Obesidad
 - Obesidad severa
 - Embarazo
 - Enfermedad de células falciformes
 - Otras enfermedades pulmonares de alto riesgo
 - Diabetes Mellitus tipo 2",,,,,,,,,,
c19.eligibility.moreinfo/health.1b.nh.nh.phase_3_ages_40," - Cancer
 - Chronic Kidney Disease
 - COPD (Chronic Obstructive Pulmonary Disease)
 - Down Syndrome
 - Heart Conditions, such as heart failure, coronary artery disease, or cardiomyopathies
 - Immunocompromised state (weakened immune system) from solid organ transplant
 - Obesity
 - Severe Obesity
 - Pregnancy
 - Sickle cell disease
 - Other high risk pulmonary disease
 - Type 2 Diabetes Mellitus",,,," - Cáncer
 - Enfermedad renal crónica
 - EPOC (Enfermedad Pulmonar Obstructiva Crónica)
 - Síndrome de Down
 - Afecciones cardíacas, como insuficiencia cardíaca, enfermedad de las arterias coronarias o cardiomiopatías
 - Estado inmunodeprimido (sistema inmunitario debilitado) del trasplante de órganos sólidos
 - Obesidad
 - Obesidad severa
 - Embarazo
 - Enfermedad de células falciformes
 - Otras enfermedades pulmonares de alto riesgo
 - Diabetes Mellitus tipo 2",,,,,,,,,,
c19.eligibility.moreinfo/health.1b.nh.nh.phase_3_ages_30," - Cancer
 - Chronic Kidney Disease
 - COPD (Chronic Obstructive Pulmonary Disease)
 - Down Syndrome
 - Heart Conditions, such as heart failure, coronary artery disease, or cardiomyopathies
 - Immunocompromised state (weakened immune system) from solid organ transplant
 - Obesity
 - Severe Obesity
 - Pregnancy
 - Sickle cell disease
 - Other high risk pulmonary disease
 - Type 2 Diabetes Mellitus",,,," - Cáncer
 - Enfermedad renal crónica
 - EPOC (Enfermedad Pulmonar Obstructiva Crónica)
 - Síndrome de Down
 - Afecciones cardíacas, como insuficiencia cardíaca, enfermedad de las arterias coronarias o cardiomiopatías
 - Estado inmunodeprimido (sistema inmunitario debilitado) del trasplante de órganos sólidos
 - Obesidad
 - Obesidad severa
 - Embarazo
 - Enfermedad de células falciformes
 - Otras enfermedades pulmonares de alto riesgo
 - Diabetes Mellitus tipo 2",,,,,,,,,,
c19.eligibility.moreinfo/health.1b.nh.nh.phase_3_ages_16," - Cancer
 - Chronic Kidney Disease
 - COPD (Chronic Obstructive Pulmonary Disease)
 - Down Syndrome
 - Heart Conditions, such as heart failure, coronary artery disease, or cardiomyopathies
 - Immunocompromised state (weakened immune system) from solid organ transplant
 - Obesity
 - Severe Obesity
 - Pregnancy
 - Sickle cell disease
 - Other high risk pulmonary disease
 - Type 2 Diabetes Mellitus",,,," - Cáncer
 - Enfermedad renal crónica
 - EPOC (Enfermedad Pulmonar Obstructiva Crónica)
 - Síndrome de Down
 - Afecciones cardíacas, como insuficiencia cardíaca, enfermedad de las arterias coronarias o cardiomiopatías
 - Estado inmunodeprimido (sistema inmunitario debilitado) del trasplante de órganos sólidos
 - Obesidad
 - Obesidad severa
 - Embarazo
 - Enfermedad de células falciformes
 - Otras enfermedades pulmonares de alto riesgo
 - Diabetes Mellitus tipo 2",,,,,,,,,,
c19.link/scheduling.phone.nh,"211",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.nh,"Call 211 in state; COVID-19 specific call-takers are available Monday through Friday 8:00AM - 8:00PM.",,,,,,,,,,,,,,
c19.eligibility.moreinfo/age.are_you_at.nh.ages_12_and_older,"The Pfizer vaccine is authorized for those ages 12 and older. The Moderna and Johnson and Johnson/Janssen vaccines are authorized for those ages 18 and older.",,,,,,,,,,,,,,
c19.eligibility.moreinfo.sms/age.are_you_at.nh.ages_12_and_older,"The Pfizer vaccine is authorized for those ages 12 and older. The Moderna and Johnson and Johnson/Janssen vaccines are authorized for those ages 18 and older.",,,,,,,,,,,,,,
c19.eligibility.moreinfo.voice/age.are_you_at.nh.ages_12_and_older,"The Pfizer vaccine is authorized for those ages 12 and older. The Moderna and Johnson and Johnson/Janssen vaccines are authorized for those ages 18 and older.",,,,,,,,,,,,,,
