String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/multigen.wa,"Are you age 50+ in a multi-generational household?",,,,"¿Tienes más de 50 años en un hogar multigeneracional?",,,,,,,,,,
c19.eligibility.question/health.1b.wa,"Are you 16+ with 2 or more medical conditions?",,,,"¿Tiene más de 16 años con 2 o más condiciones médicas?",,,,,,,,,,
c19.eligibility.question/congregate_worker.wa,"Do you work in a congregate setting such as a group home",,,,"¿Trabaja en una configuración congregada, como una casa de grupo",,,,,,,,,,
c19.eligibility.question/congregate_services.wa,"Do you experience homelessness and access services or live in a congregate setting such as a shelter or temporary housing?",,,,"¿Experimentas servicios de desamparo y acceso o vives en un entorno congregado como un refugio o una vivienda temporal?",,,,,,,,,,
c19.links/workflow.wa,"Washington State PhaseFinder",,,,"PhaseFinder del estado de Washington",,,,,,,,,,
c19.link/scheduling.phone.wa,"1-888-856-5816",,,,"1-888-856-5816",,,,,,,,,,
c19.link/scheduling.phone.description.wa,"State COVID-19 Assistance Hotline",,,,"Línea directa de asistencia del COVID-19 estatal",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you.wa.1b_tier_2,"This includes High-risk critical workers* in the following industries: agriculture, fishing vessel crews, food processing, grocery store/food bank, corrections (prisons, jails, detention centers), court of law, public transit, and remaining first responders, educators and school staff for pre-kindergarten through 12th grade, and child care workers",,,,"Esto incluye trabajadores críticos de alto riesgo* en las siguientes industrias: agricultura, equipos de barcos pesqueros, procesamiento de alimentos, tienda de comestibles/banco de alimentos, correcciones (prisiones, cárceles, centros de detención), tribunal de justicia, transporte público y socorristas restantes, educadores y personal escolar para preescolar hasta 12º grado, y trabajadores de cuidado infantil",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.wa.1b_tier_2,"This includes high-risk critical workers in the following industries: 
- agriculture
- fishing vessel crews
- food processing
- grocery store/food bank
- corrections (prisons, jails, detention centers)
- courts of law
- public transit
- remaining first responders
- educators and school staff for pre-kindergarten through 12th grade and child care workers
- those who work in an enclosed space around other people and cannot maintain physical distance.",,,,"Esto incluye trabajadores críticos de alto riesgo en las siguientes industrias: 
- agricultura
- tripulaciones de buques pesqueros
- elaboración de alimentos
- tienda de comestibles/banco de alimentos
- correcciones (prisiones, cárceles, centros de detención)
- tribunales de justicia
- transporte público
- restantes socorristas
- educadores y personal escolar para trabajadores de preescolar hasta 12º grado y cuidado infantil
- aquellos que trabajan en un espacio cerrado alrededor de otras personas y no pueden mantener la distancia física.",,,,,,,,,,
c19.eligibility.moreinfo/health.wa.1b_tier_2,"People with disabilities wondering about their eligibility should apply the definition to their situation: Does their disability put them at increased risk for COVID-19? They can also work with their health care provider to assess their eligibility. In particular, Down syndrome increases risk for severe illness and is on the CDC list. Research continues to emerge on other developmental and intellectual disabilities that put someone at increased risk, so these eligibility guidelines lean toward inclusiveness.

People with disabilities are eligible in 1B tier 2 if:

Their disability alone puts them at higher risk for severe illness from COVID-19 (e.g. Down syndrome).
They have a disability that doesn't alone put them at higher risk but they also have another underlying condition from the CDC list. (e.g. A person who is deaf and has Type 2 diabetes).",,,,"Las personas con discapacidades que se preguntan acerca de su elegibilidad deben aplicar la definición a su situación: ¿Su discapacidad los pone en mayor riesgo de COVID-19? También pueden trabajar con su proveedor de atención médica para evaluar su elegibilidad. En particular, el síndrome de Down aumenta el riesgo de enfermedad grave y está en la lista de los CDC. Continúan surgiendo investigaciones sobre otras discapacidades intelectuales e intelectuales del desarrollo que ponen a alguien en mayor riesgo, por lo que estas pautas de elegibilidad se inclinan hacia la inclusión.

Las personas con discapacidades son elegibles en 1B nivel 2 si:

Su discapacidad por sí sola los pone en mayor riesgo de enfermedad grave de COVID-19 (por ejemplo, síndrome de Down).
Tienen una discapacidad que no solo los pone en mayor riesgo, pero también tienen otra condición subyacente de la lista de los CDC. (por ejemplo, una persona sorda y con diabetes tipo 2).",,,,,,,,,,
