String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/essential_worker.1b.co,"Are you as an essential frontline worker? This includes first responders; corrections officers; officials from executive, legislative, and judicial branches of government; essential frontline journalists; human services staff; and workers in the food and agricultural sector, USPS, manufacturing, grocery stores, public transit, education, or child care.",,,,"¿Eres un trabajador esencial de primera línea? Esto incluye socorristas; oficiales de correccionales; funcionarios de los poderes ejecutivo, legislativo y judicial del gobierno; periodistas esenciales de primera línea; personal de servicios humanos; y trabajadores del sector alimentario y agrícola, USPS, manufactura, supermercados, transporte público, educación o cuidado de niños.",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are.co.1b,"This includes firefighters, police, COVID-19 response personnel, corrections officers, and funeral service providers.",,,,"Esto incluye bomberos, policías, personal de respuesta covid-19, oficiales de correccionales y proveedores de servicios funerarios.",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are.co.1b.2,"This includes firefighters, police, COVID-19 response personnel, corrections officers, and funeral service providers.",,,,"Esto incluye bomberos, policías, personal de respuesta covid-19, oficiales de correccionales y proveedores de servicios funerarios.",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you.co.1b.2,"This includes child care workers in licensed child care programs, teachers (full-time and substitutes), bus, food, counselors, administrative, safety and other support services offered inside the school.",,,,"Esto incluye a los trabajadores de cuidado infantil en programas de cuidado infantil con licencia, maestros (a tiempo completo y sustitutos), autobuses, alimentos, consejeros, servicios administrativos, de seguridad y otros servicios de apoyo ofrecidos dentro de la escuela.",,,,,,,,,,
c19.eligibility.moreinfo/health.are.co.1b3,"The intent of this classification is to vaccinate Coloradans who have a high risk of severe outcomes from COVID-19. This includes Coloradans with two or more of the following: Cancer (defined as patients who are currently receiving treatment or have received treatment within the last month for cancer), chronic kidney disease, COPD, diabetes mellitus (types 1 and 2), Down syndrome, specific heart conditions (heart failure, cardiomyopathies or coronary heart disease, and severe valvular/congenital heart disease), obesity (BMI ≥ 30kg/m^2), pregnancy, sickle cell disease, solid organ transplant, individuals with disabilities who require direct care in their home, and people with disabilities that prevent them from wearing masks.	",,,,"La intención de esta clasificación es vacunar a los coloradanos que tienen un alto riesgo de resultados graves de COVID-19. Esto incluye a los coloradanos con dos o más de los siguientes: Cáncer (definido como pacientes que actualmente están recibiendo tratamiento o han recibido tratamiento en el último mes para el cáncer), enfermedad renal crónica, EPOC, diabetes mellitus (tipos 1 y 2), síndrome de Down, afecciones cardíacas específicas (insuficiencia cardíaca, cardiomiopatías o enfermedad coronaria, y cardiopatía valvular/congénita grave), obesidad (IMC ≥ 30kg/m^2), embarazo, enfermedad de células falciformes, trasplante de órganos sólidos, personas con discapacidades que requieren atención directa en su hogar y personas con discapacidades que les impiden usar máscaras.	",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are.co.1b3,"This includes firefighters, police, COVID-19 response personnel, corrections officers, and funeral service providers.",,,,"Esto incluye bomberos, policías, personal de respuesta covid-19, oficiales de correccionales y proveedores de servicios funerarios.",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.co.1b3,"This includes K-12 and child care workers in licensed child care programs, teachers (full-time and substitutes), bus, food, counselors, administrative, safety and other support services offered inside the school, members of the state executive and judiciary branches, and frontline grocery or agriculture workers. The intent of this classification is to prioritize current workers who cannot maintain physical distance from others at their place of employment, who work in close contact with many people, especially indoors, and in places with poor ventilation including meatpacking workers; grocery store workers; and agricultural processing workers.",,,,"Esto incluye k-12 y trabajadores de cuidado infantil en programas de cuidado infantil con licencia, maestros (a tiempo completo y sustitutos), autobús, alimentos, consejeros, servicios administrativos, de seguridad y otros servicios de apoyo ofrecidos dentro de la escuela, miembros del ejecutivo estatal y ramas judiciales, y trabajadores de primera línea de comestibles o agrícolas. La intención de esta clasificación es dar prioridad a los trabajadores actuales que no pueden mantener la distancia física de los demás en su lugar de trabajo, que trabajan en estrecho contacto con muchas personas, especialmente en interiores, y en lugares con mala ventilación, incluidos los trabajadores empacadores de carne; trabajadores de supermercados; y trabajadores de transformación agrícola.",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.co.1b4,"Essential workers include healthcare workers, funeral services workers, first responders and correctional officers, K-12 educators and licensed child care workers, members of state judiciary and executive branches, grocery and food/agricultural workers that can't distance, as well as frontline workers in student-facing higher education employees, food/restaurant services, manufacturing, the US Postal Service, public transit and specialized transportation, public health, human services, faith direct care for those experiencing homelessness, journalism, workers required for continuity of local or state government, and faith leaders",,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.co.1b4,"The intent of this classification is to vaccinate Coloradans who have a high risk of severe outcomes from COVID-19. This includes Coloradans with one or more of the following: Cancer (defined as patients who are currently receiving treatment or have received treatment within the last month for cancer), chronic kidney disease, COPD, diabetes mellitus (types 1 and 2), Down syndrome, specific heart conditions (heart failure, cardiomyopathies or coronary heart disease, and severe valvular/congenital heart disease), obesity (BMI ≥ 30kg/m^2), pregnancy, sickle cell disease, solid organ transplant, individuals with disabilities who require direct care in their home, and people with disabilities that prevent them from wearing masks.",,,,"La intención de esta clasificación es vacunar a los coloradanos que tienen un alto riesgo de resultados graves de COVID-19. Esto incluye a los coloradanos con una o más de las siguientes opciones: Cáncer (definido como pacientes que actualmente están recibiendo tratamiento o han recibido tratamiento en el último mes para el cáncer), enfermedad renal crónica, EPOC, diabetes mellitus (tipos 1 y 2), síndrome de Down, afecciones cardíacas específicas (insuficiencia cardíaca, cardiomiopatías o enfermedad coronaria, y cardiopatía valvular/congénita grave), obesidad (IMC ≥ 30kg/m^2), embarazo, enfermedad de células falciformes, trasplante de órganos sólidos, personas con discapacidades que requieren atención directa en su hogar y personas con discapacidades que les impiden usar máscaras.",,,,,,,,,,
c19.eligibility.moreinfo/age.16_up.co.2,"Any Coloradan who is at least 16-years-old is now eligible to the Pfizer vaccine; any Coloradan over 18-years-old can receive either the Modern or the Johnson and Johnson and vaccine.",,,,,,,,,,,,,,
