String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.link/scheduling.phone.al,"1-855-566-5333",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.al,"COVID-19 Scheduling Hotline",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.al.1b,"This includes homeless shelters and group homes",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.al.1b,"This includes first responders (firefighters and police officers); corrections officers and support staff; Food and agriculture workers; U.S. Postal Service workers; manufacturing workers; grocery store workers; public transit workers; educators including child care workers, k-12, community colleges, and all higher education institutions (teachers and support staff members); judiciary (including but not limited to district judges, circuit judges, and district attorneys); clergy/ministers; and veterinarians. Also includes state of Alabama continuity of Government strategy (state legislators, supreme court and appellate judges, constitutional officers, and cabinet agency heads). ",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.al.1c,"This includes first responders (firefighters and police officers); corrections officers and support staff; Food and agriculture workers; U.S. Postal Service workers; manufacturing workers; grocery store workers; public transit workers; educators including child care workers, k-12, community colleges, and all higher education institutions (teachers and support staff members); judiciary (including but not limited to district judges, circuit judges, and district attorneys); clergy/ministers; and veterinarians. Also includes state of Alabama continuity of Government strategy (state legislators, supreme court and appellate judges, constitutional officers, and cabinet agency heads), transportation and logistics, waste and wastewater, food service, shelter and housing, (e.g. construction), finance (e.g. bank tellers), information technology and communication, energy, legal, media, and public safety (e.g. engineers).",,,,,,,,,,,,,,
c19.eligibility.moreinfo/health.al.1c,"High risk medical conditions include but are not limited to the following: cancer; chronic kidney disease; COPD; heart conditions such as heart failure, coronary artery disease or cardiomyopathies; immunocompromised state; solid organ transplant; obesity BMI >30 kg/m2; sickle cell disease; smoking; type 1 and 2 diabetes; pregnancy; etc.",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.al.1c,"This includes but is not limited to homeless shelters and group homes",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.al.1c_group1,"This includes first responders (firefighters and police officers); corrections officers and support staff; Food and agriculture workers; U.S. Postal Service workers; manufacturing workers; grocery store workers; public transit workers; educators including child care workers, k-12, community colleges, and all higher education institutions (teachers and support staff members); judiciary (including but not limited to district judges, circuit judges, and district attorneys); clergy/ministers; and veterinarians. Also includes state of Alabama continuity of Government strategy (state legislators, supreme court and appellate judges, constitutional officers, and cabinet agency heads). ",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.al.1b,"This includes homeless shelters and group homes",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.al.1c_group1,"This includes homeless shelters and group homes",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.k12.al.1c_group1,"This is applicable to all teachers in public, private, and religious schools as well as licensed child care centers",,,,,,,,,,,,,,
