String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.link/scheduling.phone.al,1-855-566-5333,,,,1-855-566-5333,,,,,,,,,,
c19.link/scheduling.phone.description.al,COVID-19 Scheduling Hotline,,,,Línea directa de programación covid-19,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.al.1b,This includes homeless shelters and group homes,,,,Esto incluye refugios para personas sin hogar y hogares grupales,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.al.1b,"This includes first responders (firefighters and police officers); corrections officers and support staff; Food and agriculture workers; U.S. Postal Service workers; manufacturing workers; grocery store workers; public transit workers; educators including child care workers, k-12, community colleges, and all higher education institutions (teachers and support staff members); judiciary (including but not limited to district judges, circuit judges, and district attorneys); clergy/ministers; and veterinarians. Also includes state of Alabama continuity of Government strategy (state legislators, supreme court and appellate judges, constitutional officers, and cabinet agency heads). ",,,,"Esto incluye socorristas (bomberos y agentes de policía); funcionarios de correccionales y personal de apoyo; Trabajadores de la alimentación y la agricultura; Trabajadores del Servicio Postal de ee. UU.; trabajadores manufactureros; trabajadores de supermercados; trabajadores del transporte público; educadores incluyendo trabajadores de cuidado infantil, k-12, colegios comunitarios y todas las instituciones de educación superior (maestros y miembros del personal de apoyo); judicial (incluidos, entre otros, jueces de distrito, jueces de circuito y fiscales de distrito); clérigos/ministros; y veterinarios. También incluye la continuidad de la estrategia gubernamental del estado de Alabama (legisladores estatales, jueces de la Corte Suprema y de apelaciones, funcionarios constitucionales y jefes de agencias del gabinete). ",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.al.1c,"This includes first responders (firefighters and police officers); corrections officers and support staff; Food and agriculture workers; U.S. Postal Service workers; manufacturing workers; grocery store workers; public transit workers; educators including child care workers, k-12, community colleges, and all higher education institutions (teachers and support staff members); judiciary (including but not limited to district judges, circuit judges, and district attorneys); clergy/ministers; and veterinarians. Also includes state of Alabama continuity of Government strategy (state legislators, supreme court and appellate judges, constitutional officers, and cabinet agency heads), transportation and logistics, waste and wastewater, food service, shelter and housing, (e.g. construction), finance (e.g. bank tellers), information technology and communication, energy, legal, media, and public safety (e.g. engineers).",,,,"Esto incluye socorristas (bomberos y agentes de policía); funcionarios de correccionales y personal de apoyo; Trabajadores de la alimentación y la agricultura; Trabajadores del Servicio Postal de ee. UU.; trabajadores manufactureros; trabajadores de supermercados; trabajadores del transporte público; educadores incluyendo trabajadores de cuidado infantil, k-12, colegios comunitarios y todas las instituciones de educación superior (maestros y miembros del personal de apoyo); judicial (incluidos, entre otros, jueces de distrito, jueces de circuito y fiscales de distrito); clérigos/ministros; y veterinarios. También incluye la continuidad de la estrategia gubernamental del estado de Alabama (legisladores estatales, jueces de la Corte Suprema y de apelaciones, funcionarios constitucionales y jefes de agencias del gabinete), transporte y logística, residuos y aguas residuales, servicio de alimentos, refugio y vivienda, (por ejemplo, construcción), finanzas (por ejemplo, cajeros bancarios), tecnología de la información y comunicación, energía, legal, medios de comunicación y seguridad pública (por ejemplo, ingenieros).",,,,,,,,,,
c19.eligibility.moreinfo/health.al.1c,"High risk medical conditions include but are not limited to the following: cancer; chronic kidney disease; COPD; heart conditions such as heart failure, coronary artery disease or cardiomyopathies; immunocompromised state; solid organ transplant; obesity BMI >30 kg/m2; sickle cell disease; smoking; type 1 and 2 diabetes; pregnancy; etc.",,,,"Las condiciones médicas de alto riesgo incluyen, entre otras, las siguientes: cáncer; enfermedad renal crónica; EPOC; afecciones cardíacas como insuficiencia cardíaca, enfermedad de las arterias coronarias o cardiomiopatías; estado inmunodeprimido; trasplante sólido de órganos; obesidad IMC >30 kg/m2; enfermedad de células falciformes; fumar; diabetes tipo 1 y 2; embarazo; Etc.",,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.al.1c,This includes but is not limited to homeless shelters and group homes,,,,"Esto incluye, pero no se limita a refugios para personas sin hogar y hogares grupales",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.al.1c_group1,"This includes first responders (firefighters and police officers); corrections officers and support staff; Food and agriculture workers; U.S. Postal Service workers; manufacturing workers; grocery store workers; public transit workers; educators including child care workers, k-12, community colleges, and all higher education institutions (teachers and support staff members); judiciary (including but not limited to district judges, circuit judges, and district attorneys); clergy/ministers; and veterinarians. Also includes state of Alabama continuity of Government strategy (state legislators, supreme court and appellate judges, constitutional officers, and cabinet agency heads). 

As of March 22nd, critical workers in the following areas who were not recommended for vaccination in Phase 1b will be eligible:

Transportation and logistics
Waste and wastewater
Food service (includes restaurant staff)
Shelter and housing (construction)
Finance (bank tellers)
Information technology and communication
Energy
Legal
Media
Public safety (engineers)",,,,"Esto incluye socorristas (bomberos y agentes de policía); funcionarios de correccionales y personal de apoyo; Trabajadores de la alimentación y la agricultura; Trabajadores del Servicio Postal de ee. UU.; trabajadores manufactureros; trabajadores de supermercados; trabajadores del transporte público; educadores incluyendo trabajadores de cuidado infantil, k-12, colegios comunitarios y todas las instituciones de educación superior (maestros y miembros del personal de apoyo); judicial (incluidos, entre otros, jueces de distrito, jueces de circuito y fiscales de distrito); clérigos/ministros; y veterinarios. También incluye la continuidad de la estrategia gubernamental del estado de Alabama (legisladores estatales, jueces de la Corte Suprema y de apelaciones, funcionarios constitucionales y jefes de agencias del gabinete). 

A partir del 22 de marzo, los trabajadores críticos de las siguientes áreas que no fueron recomendados para la vacunación en la Fase 1b serán elegibles:

Transporte y logística
Residuos y aguas residuales
Servicio de comidas (incluye al personal del restaurante)
Refugio y vivienda (construcción)
Finanzas (cajeros bancarios)
Tecnologías de la información y comunicación
Energía
Legal
Medio
Seguridad pública (ingenieros)",,,,,,,,,,
c19.eligibility.moreinfo/congregate.al.1b,This includes homeless shelters and group homes,,,,Esto incluye refugios para personas sin hogar y hogares grupales,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.al.1c_group1,This includes homeless shelters and group homes,,,,Esto incluye refugios para personas sin hogar y hogares grupales,,,,,,,,,,
c19.eligibility.moreinfo/health.al.1c_group1,"This includes people age 16 to 64 with high-risk medical conditions which include but are not limited to the following conditions:

Cancer
Chronic kidney disease
COPD
Heart conditions such as heart failure, coronary artery disease or cardiomyopathies; immunocompromised state
Solid organ transplant
Obesity, BMI greater than 30
Pregnancy
Sickle cell disease
Smoking
Type 1 and 2 diabetes
Other medical conditions as determined by your medical provider",,,,"Esto incluye a las personas de 16 a 64 años con condiciones médicas de alto riesgo que incluyen pero no se limitan a las siguientes condiciones:

Cáncer
Enfermedad renal crónica
Epoc
Afecciones cardíacas como insuficiencia cardíaca, enfermedad de las arterias coronarias o cardiomiopatías; estado inmunodeprimido
Trasplante de órganos sólidos
Obesidad, IMC superior a 30
Embarazo
Enfermedad de células falciformes
Fumar
Diabetes tipo 1 y 2
Otras condiciones médicas según lo determinado por su proveedor médico",,,,,,,,,,
