String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/health.1b.MA,Are you age 16+ with at least 2 high-risk medical conditions?,,,,,,,,,,,,,,
c19.links/workflow.MA,"Massachusetts PhaseFinder",,,,,,,,,,,,,,
c19.eligibility.question/long_term_care_resident_or_worker.MA,"Do you live or work in a long-term care facility?",,,,,,,,,,,,,,
c19.eligibility.moreinfo/long_term_care_resident_or_worker.MA,"Examples of this include: skilled nursing facilities, assisted living residences, and rest homes.",,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.MA,"All healthcare workers are eligible to receive the vaccine.",,,,,,,,,,,,,,
c19.eligibility.question/first_responders.MA,"Are you a first responder?",,,,,,,,,,,,,,
c19.eligibility.moreinfo/first_responders.MA,"Several categories of first responders are eligible for the vaccine in Massachusetts.",,,,,,,,,,,,,,
c19.eligibility.question/congregate.MA,"Are you a staff member or resident of a congregate care facility?",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.MA,"Examples of congregate care facilities include emergency shelter programs, domestic violence shelters, veterans' shelters, and private special education shools.",,,,,,,,,,,,,,
c19.eligibility.moreinfo/age.75_up.MA,"All individuals 75+ are eligible for the vaccine.",,,,,,,,,,,,,,
c19.links/info.MA.Barnstable,"Barnstable County Vaccination Information",,,,,,,,,,,,,,
c19.links/registration.MA.Barnstable,"Barnstable County COVID-19 Vaccine Registration",,,,,,,,,,,,,,
c19.links/info.MA.Berkshire,"Get Vaccinated Berkshires",,,,,,,,,,,,,,
