String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.link/scheduling.phone.wi,"844-684-1064",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.wi,"Covid-19 Vaccine Hotline",,,,,,,,,,,,,,
c19.link/scheduling.phone.door,"1-844-684-1064",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.door,"COVID-19 Vaccine Hotline",,,,,,,,,,,,,,
c19.link/scheduling.phone.calumet,"(920) 849-1466",,,,,,,,,,,,,,
c19.link/scheduling.phone.appleton,"920-832-6429",,,,,,,,,,,,,,
c19.link/scheduling.phone.kewaunee,"(920) 388-7160",,,,,,,,,,,,,,
c19.link/scheduling.phone.manitowoc,"920-683-4155",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.manitowoc,"Manitowoc County Health Department",,,,,,,,,,,,,,
c19.link/scheduling.phone.shawanomenominee,"715-526-4818",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.shawanomenominee,"Covid-19 Hotline",,,,,,,,,,,,,,
c19.link/scheduling.phone.waupaca,"1-844-684-1064",,,,,,,,,,,,,,
c19.link/scheduling.phone.waushara,"1-844-684-1064",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.waushara,"Wisconsin Department of Health Services COVID-19 vaccine hotline",,,,,,,,,,,,,,
c19.link/scheduling.phone.winnebago,"920-232-3026",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.winnebago,"Winnebago County Health Department",,,,,,,,,,,,,,
c19.link/scheduling.phone.ashland," 715-682-7028",,,,,,,,,,,,,,
c19.link/scheduling.phone.bayfield,"(715) 373-3324",,,,,,,,,,,,,,
c19.link/scheduling.phone.florence,"715-528-4837",,,,,,,,,,,,,,
c19.link/scheduling.phone.forest,"715-478-3371",,,,,,,,,,,,,,
c19.link/scheduling.phone.langlade,"608-266-1683",,,,,,,,,,,,,,
c19.link/scheduling.phone.lincoln,"715-539-1375",,,,,,,,,,,,,,
c19.link/scheduling.phone.oneida,"715.369.6111",,,,,,,,,,,,,,
c19.link/scheduling.phone.portage,"715-345-5350",,,,,,,,,,,,,,
c19.link/scheduling.phone.price,"715-339-3054",,,,,,,,,,,,,,
c19.link/scheduling.phone.wood,"715-421-8931",,,,,,,,,,,,,,
c19.link/scheduling.phone.barron,"715-537-6123",,,,,,,,,,,,,,
c19.link/scheduling.phone.buffalo,"608-685-4412",,,,,,,,,,,,,,
c19.link/scheduling.phone.burnett,"715-349-7600",,,,,,,,,,,,,,
c19.link/scheduling.phone.chippewa,"715-726-7900",,,,,,,,,,,,,,
c19.link/scheduling.phone.clark,"715-743-5105",,,,,,,,,,,,,,
c19.link/scheduling.phone.eau_claire,"715) 831-7425",,,,,,,,,,,,,,
c19.link/scheduling.phone.la_crosse,"608-785-6240",,,,,,,,,,,,,,
c19.link/scheduling.phone.monroe,"608-269-8666",,,,,,,,,,,,,,
c19.link/scheduling.phone.pepin,"715-672-5961",,,,,,,,,,,,,,
c19.link/scheduling.phone.pierce,"844-684-1064",,,,,,,,,,,,,,
c19.link/scheduling.phone.polk,"715-485-8400",,,,,,,,,,,,,,
c19.link/scheduling.phone.st_croix," 715-246-8263",,,,,,,,,,,,,,
c19.link/scheduling.phone.washburn,"715-635-4402",,,,,,,,,,,,,,
c19.link/scheduling.phone.columbia,"608-742-9227",,,,,,,,,,,,,,
c19.link/scheduling.phone.crawford,"608-326-0229",,,,,,,,,,,,,,
c19.link/scheduling.phone.dane,"608-266-4821",,,,,,,,,,,,,,
c19.link/scheduling.phone.dodge," 920-386-4304",,,,,,,,,,,,,,
c19.link/scheduling.phone.green,"(608) 328-9390",,,,,,,,,,,,,,
c19.link/scheduling.phone.iowa,"608.930.9870",,,,,,,,,,,,,,
c19.link/scheduling.phone.watertown,"888-519-8405",,,,,,,,,,,,,,
c19.link/scheduling.phone.lafayette,"608-776-4895",,,,,,,,,,,,,,
c19.link/scheduling.phone.richland,"608-647-8821",,,,,,,,,,,,,,
c19.link/scheduling.phone.rock,"608-757-5440",,,,,,,,,,,,,,
c19.link/scheduling.phone.sauk," 608-355-3290",,,,,,,,,,,,,,
c19.link/scheduling.phone.kenosha,"262-605-6799",,,,,,,,,,,,,,
c19.link/scheduling.phone.milwaukee,"(414) 286-6800",,,,,,,,,,,,,,
c19.link/scheduling.phone.ozaukee,"844-684-1064",,,,,,,,,,,,,,
c19.link/scheduling.phone.racine,"262-636-9201",,,,,,,,,,,,,,
c19.link/scheduling.phone.walworth,"(262) 741-3200",,,,,,,,,,,,,,
c19.link/scheduling.phone.waukesha,"262-548-7626",,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.are_you_a.wi.1a,"SDMAC defines non-frontline essential health care personnel as personnel who are not involved in direct patient care but are essential for health system infrastructure. These staff are often affiliated with hospitals, but non-hospital employee non-frontline employees are also included.

Categories of non-frontline essential health care personnel job titles and settings include:

- Public health
- Emergency management
- Cyber security
- Health care critical supply chain functions, including the production, manufacturing, and distribution of vaccine
- Support roles, such as cleaning, HVAC, and refrigeration, critical to health system function",,,,,,,,,,,,,,
