String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/essential_worker.1b.pa,"Are you as an essential frontline worker? This includes first responders; corrections officers; clergy; the staff of early childhood and adult day programs; and workers in the food and agricultural sector, USPS, manufacturing, grocery stores, public transit, education, or child care.",,,,"¿Eres un trabajador esencial de primera línea? Esto incluye socorristas; oficiales de correccionales; clero; el personal de los programas de la primera infancia y el día del adulto; y trabajadores del sector alimentario y agrícola, USPS, manufactura, supermercados, transporte público, educación o cuidado de niños.",,,,,,,,,,
c19.eligibility.question/health.1b.pa,"Are you receiving home and community based services?",,,,"¿Está recibiendo servicios basados en el hogar y la comunidad?",,,,,,,,,,
c19.link/scheduling.phone.pa,"1-877-724-3258",,,,"1-877-724-3258",,,,,,,,,,
c19.link/scheduling.phone.description.pa,"PA Health Hotline",,,,"Línea directa de salud pa",,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.pa.1a,"- Emergency medical service personnel
- Nurses
- Nursing assistants
- Physicians
- Dentists
- Dental hygienists
- Chiropractors
- Therapists
- Phlebotomists
- Pharmacists
- Technicians
- Pharmacy technicians
- Health professions students and trainees
- Direct support professionals
- Clinical personnel in school settings or correctional facilities
- Contractual HCP not directly employed by the health care facility",,,,"- Personal del servicio médico de emergencia
- Enfermeras
- Auxiliares de enfermería
- Médicos
- Dentistas
- Higienistas dentales
- Quiroprácticos
- Terapeutas
- Phlebotomists
- Farmacéuticos
- Técnicos
- Técnicos de farmacia
- Profesiones sanitarias estudiantes y aprendices
- Profesionales de soporte directo
- Personal clínico en entornos escolares o correccionales
- HCP contractual no empleado directamente por el centro de salud",,,,,,,,,,
c19.eligibility.moreinfo/exposure_to_infectious_material.do.pa.1a,"Persons not directly involved in patient care but potentially exposed to infectious material that can transmit disease among or from health care personnel and patients",,,,"Personas que no participan directamente en la atención al paciente, pero potencialmente expuestas a material infeccioso que puede transmitir enfermedades entre o desde el personal de atención médica y los pacientes",,,,,,,,,,
c19.eligibility.moreinfo/age.are_you_age.pa.1a,"- Cancer
- Chronic kidney disease
- COPD
- Down Syndrome
- Heart conditions, such as heart failure, coronary artery disease, or cardiomyopathies
- Immunocompromised state (weakened immune system) from solid organ transplant or from blood or bone marrow transplant, immune deficiencies, HIV, use of corticosteroids, or use of other immune weakening medicines
- Obesity (body mass index [BMI] of 30 kg/m2 or higher but < 40 kg/m2)
- Severe Obesity (BMI ≥ 40 kg/m2)
- Pregnancy
- Sickle cell disease
- Smoking
- Type 2 diabetes mellitus",,,,"- Cáncer
- Enfermedad renal crónica
- EPOC
- Síndrome de Down
- Afecciones cardíacas, como insuficiencia cardíaca, enfermedad de las arterias coronarias o cardiomiopatías
- Estado inmunodeprimido (sistema inmunitario debilitado) del trasplante de órganos sólidos o del trasplante de sangre o médula ósea, deficiencias inmunes, VIH, uso de corticosteroides o uso de otros medicamentos inmunológicos debilitantes
- Obesidad (índice de masa corporal [IMC] de 30 kg/m2 o superior pero < 40 kg/m2) - Obesidad grave (IMC ≥ 40 kg/m2)
- Embarazo
- Enfermedad de células falciformes
- Fumar
- Diabetes mellitus tipo 2",,,,,,,,,,
c19.link/scheduling.phone.philadelphia,"(800) 722-7112",,,,"(800) 722-7112",,,,,,,,,,
c19.link/scheduling.phone.description.philadelphia,"COVID-19 health care services",,,,"Servicios de atención médica COVID-19",,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.pa.1b,"Health care personnel including, but not limited to:
- Emergency medical service personnel
- Nurses
- Nursing assistants
- Physicians
- Dentists
- Dental hygienists
- Chiropractors
- Therapists
- Phlebotomists
- Pharmacists
- Technicians
- Pharmacy technicians
- Health professions students and trainees
- Direct support professionals
- Clinical personnel in school settings or correctional facilities
- Contractual HCP not directly employed by the health care facility",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.pa.1b,"These include:
- People in congregate settings not otherwise specified as long-term care facilities, and persons receiving home and community-based services
- First responders (including Law enforcement and Firefighters)
- Correctional officers and other workers serving people in congregate care settings not included in Phase 1A  
- Food and agricultural workers
- U.S. Postal Service workers
- Manufacturing workers  
- Grocery store workers  
- Education workers 
- Clergy and other essential support for houses of worship 
- Public transit workers
- Individuals caring for children or adults in early childhood and adult day programs",,,,,,,,,,,,,,
c19.eligibility.moreinfo/age.are_you_age.pa.1b,"This includes:
- Cancer
- Chronic kidney disease
- Chronic lung diseases, including COPD (chronic obstructive pulmonary disease), asthma (moderate-to-severe), interstitial lung disease, cystic fibrosis, and pulmonary hypertension
- Dementia or other neurological conditions
- Diabetes (type 1 or type 2)
- Down syndrome
- Heart conditions (such as heart failure, coronary artery disease, cardiomyopathies or hypertension)
- HIV infection
- Immunocompromised state (weakened immune system)
- Liver disease
- Overweight and obesity
- Pregnancy
- Sickle cell disease or thalassemia
- Smoking, current or former
- Solid organ or blood stem cell transplant
- Stroke or cerebrovascular disease, which affects blood flow to the brain
- Substance use disorders",,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.pa.1c,"Health care personnel including, but not limited to:
- Emergency medical service personnel
- Nurses
- Nursing assistants
- Physicians
- Dentists
- Dental hygienists
- Chiropractors
- Therapists
- Phlebotomists
- Pharmacists
- Technicians
- Pharmacy technicians
- Health professions students and trainees
- Direct support professionals
- Clinical personnel in school settings or correctional facilities
- Contractual HCP not directly employed by the health care facility",,,,,,,,,,,,,,
