String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/essential_worker.1a.ga.caregiver_of_65_up,"Are you a caregiver of a person aged 65+?",,,,"¿Es usted un cuidador de una persona de más de 65 años?",,,,,,,,,,
c19.link/scheduling.phone.ga,"(888) 457-0186",,,,"(888) 457-0186",,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.ga.1a,"This includes physicians, nurses, laboratory technicians, EMS personnel, environmental services, etc.",,,,"Esto incluye médicos, enfermeras, técnicos de laboratorio, personal del SME, servicios ambientales, etc.",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are.ga.1a,"This includes sworn law enforcement, firefighters, and first responders",,,,"Esto incluye a las fuerzas del orden juradas, los bomberos y los socorristas",,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.ga.1b,"This includes physicians, nurses, laboratory technicians, EMS personnel, environmental services, etc.",,,,"Esto incluye médicos, enfermeras, técnicos de laboratorio, personal del SME, servicios ambientales, etc.",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are.ga.1b,"This includes sworn law enforcement, firefighters, and first responders",,,,"Esto incluye a las fuerzas del orden juradas, los bomberos y los socorristas",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you.ga.1b,"Workers in Pre-K, K-12, DECAL licensed or exempt childcare programs are eligible",,,,"Los trabajadores de programas de cuidado infantil pre-K, K-12, DECAL con licencia o exentos son elegibles",,,,,,,,,,
c19.eligibility.moreinfo/health.are_you_an.ga.1b,"Intellectual Disability is a disability characterized by significant limitations in both intellectual functioning and in adaptive behavior, which covers many everyday social and practical skills. This disability originates before the age of 22.
A developmental disability is a physical or mental impairment that happens before the age of 22, is expected to last a lifetime, and impacts at least three activities of daily living. Activities of daily living include self-care; receptive and expressive language; learning; mobility; self-direction; capacity for independent living; and economic self-sufficiency",,,,"La discapacidad intelectual es una discapacidad caracterizada por limitaciones significativas tanto en el funcionamiento intelectual como en el comportamiento adaptativo, que abarca muchas habilidades sociales y prácticas cotidianas. Esta discapacidad se origina antes de los 22 años.
Una discapacidad del desarrollo es una discapacidad física o mental que ocurre antes de los 22 años, se espera que dure toda la vida e impacta al menos tres actividades de la vida diaria. Las actividades de la vida diaria incluyen el cuidado personal; lenguaje receptivo y expresivo; aprendizaje; movilidad; autodirección; capacidad de vida independiente; y autosuficiencia económica",,,,,,,,,,
c19.eligibility.moreinfo/health.are_you.ga.1b,"This includes children with one or more of the following conditions considered at high risk for COVID complications: 
Malignancies requiring active treatment
Immunocompromised state (weakened immune system) including organ transplant (bone marrow or solid organ) within 2 years
Critical congenital heart disease
Asthma (moderate to severe)
Sickle cell disease
Diabetes
Obesity (BMI >95%)
Cystic fibrosis
Significant neurologic injury or condition (e.g. hypoxic ischemic encephalopathy, traumatic brain injury, congenital anomaly, acute flaccid myelitis) with functional/developmental impairment (e.g. cerebral palsy, developmental disability, prematurity, mitochondrial disease)
Technology dependence (e.g. BiPAP, trach)",,,,"Esto incluye a los niños con una o más de las siguientes afecciones consideradas con alto riesgo de complicaciones de COVID: 
Neoplasias malignas que requieren tratamiento activo
Estado inmunodeprimido (sistema inmunitario debilitado) incluyendo trasplante de órganos (médula ósea u órgano sólido) en 2 años
Cardiopatía congénita crítica
Asma (de moderada a grave)
Enfermedad de células falciformes
Diabetes
Obesidad (IMC >95%)
Fibrosis quística
Lesión o afección neurológica significativa (por ejemplo, encefalopatía isquémica hipoxica, lesión cerebral traumática, anomalía congénita, mielitis flácida aguda) con deterioro funcional/del desarrollo (por ejemplo, parálisis cerebral, discapacidad del desarrollo, prematuridad, enfermedad mitocondrial)
Dependencia tecnológica (por ejemplo, BiPAP, trach)",,,,,,,,,,
c19.eligibility.moreinfo/health.ga.1b,"Individuals aged 16 and older with certain underlying medical conditions are at increased risk for severe illness from the virus that causes COVID-19. Severe illness from COVID-19 is defined as hospitalization, admission to the ICU, intubation or mechanical ventilation, or death. These conditions include:

Asthma (moderate to severe)                           
Cancer                                                  
Cerebrovascular disease (affects blood vessels and blood supply to the brain)            
Chronic kidney disease                         
Chronic Obstructive Pulmonary Disease
Cystic Fibrosis                                                 
Diabetes                                               
Hypertension or high blood pressure                
Heart conditions     
Immunocompromised (from blood or bone marrow transplant, immune deficiencies, HIV, use of corticosteroids, or use of other immune weakening medicines)
Liver disease
Neurological conditions
Overweight and obesity (Having obesity, defined as a body mass index (BMI) between 30 kg/m2 and <40 kg/m2 or severe obesity (BMI of 40 kg/m2 or above), increases your risk of severe illness from COVID-19. Having overweight, defined as a BMI > 25 kg/m2 but less than 30 kg/m2 might increase your risk of severe illness from COVID-19.)
Pregnancy
Pulmonary fibrosis
Sickle Cell disease
Thalassemia (blood disorder)",,,,"Las personas de 16 años o más con ciertas condiciones médicas subyacentes tienen un mayor riesgo de enfermedad grave por el virus que causa COVID-19. La enfermedad grave del COVID-19 se define como hospitalización, ingreso en la UCI, intubación o ventilación mecánica, o muerte. Estas condiciones incluyen:

Asma (de moderada a grave)                           
Cáncer                                                  
Enfermedad cerebrovascular (afecta los vasos sanguíneos y el suministro de sangre al cerebro)            
Enfermedad renal crónica                         
Enfermedad pulmonar obstructiva crónica
Fibrosis Quística                                                 
Diabetes                                               
Hipertensión o presión arterial alta                
Afecciones cardíacas     
Inmunodeprimido (de trasplante de sangre o médula ósea, deficiencias inmunes, VIH, uso de corticosteroides o uso de otros medicamentos para debilitar el sistema inmunitario)
Enfermedad hepática
Afecciones neurológicas
Sobrepeso y obesidad (Tener obesidad, definido como índice de masa corporal (IMC) entre 30 kg/m2 y <40 kg/m2 u obesidad grave (IMC de 40 kg/m2 o superior), aumenta el riesgo de enfermedad grave por COVID-19. Tener sobrepeso, definido como IMC > 25 kg/m2 pero menos de 30 kg/m2 podría aumentar el riesgo de enfermedad grave por COVID-19.)
Embarazo
Fibrosis pulmonar
Enfermedad de células falciformes
Talasemia (trastorno sanguíneo)",,,,,,,,,,
