String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/essential_worker.1a.nv.safety_natsec,"Are public safety officer or a deployed and mission-critical personnell with an essential national security role, or a staff member with state and local emergency operations?",,,,"¿Es oficial de seguridad pública o personal desplegado y de misión crítica con un papel esencial de seguridad nacional, o un miembro del personal con operaciones de emergencia estatales y locales?",,,,,,,,,,
c19.link/scheduling.phone.nv,"1-800-401-0946",,,,"1-800-401-0946",,,,,,,,,,
c19.link/scheduling.phone.carson_city,"1-800-401-0946",,,,"1-800-401-0946",,,,,,,,,,
c19.link/scheduling.phone.description.carson_city,"Nevada COVID-19 Vaccine Call Center",,,,"Centro de Llamadas de Vacunas COVID-19 de Nevada",,,,,,,,,,
c19.link/scheduling.phone.churchill,"1-800-401-0946",,,,"1-800-401-0946",,,,,,,,,,
c19.link/scheduling.phone.description.churchill,"Nevada Vaccine Call Center",,,,"Centro de llamadas de vacunas de Nevada",,,,,,,,,,
c19.link/scheduling.phone.nv.clark,"1-800-401-0946",,,,"1-800-401-0946",,,,,,,,,,
c19.link/scheduling.phone.description.nv.clark,"Nevada COVID-19 Vaccine Call Center",,,,"Centro de Llamadas de Vacunas COVID-19 de Nevada",,,,,,,,,,
c19.link/scheduling.phone.esmeralda,"775-482-6711",,,,"775-482-6711",,,,,,,,,,
c19.link/scheduling.phone.eureka,"775-237-5372",,,,"775-237-5372",,,,,,,,,,
c19.link/scheduling.phone.lander,"775-539-9136",,,,"775-539-9136",,,,,,,,,,
c19.link/scheduling.phone.description.lander,"Lander County COVID-19 Vaccine Clinic",,,,"Clínica de Vacunas COVID-19 del Condado de Lander",,,,,,,,,,
c19.link/scheduling.phone.nv.lincoln,"775-962-8086",,,,"775-962-8086",,,,,,,,,,
c19.link/scheduling.phone.description.nv.lincoln,"Community Health Nurse",,,,"Enfermera de salud comunitaria",,,,,,,,,,
c19.link/scheduling.phone.lyon,"1-800-401-0946",,,,"1-800-401-0946",,,,,,,,,,
c19.link/scheduling.phone.description.lyon,"Nevada COVID-19 Vaccine Call Center",,,,"Centro de Llamadas de Vacunas COVID-19 de Nevada",,,,,,,,,,
c19.link/scheduling.phone.nye,"1-800-401-0946",,,,"1-800-401-0946",,,,,,,,,,
c19.link/scheduling.phone.description.nye,"Nevada COVID-19 Vaccine Call Center",,,,"Centro de Llamadas de Vacunas COVID-19 de Nevada",,,,,,,,,,
c19.link/scheduling.phone.pershing,"(775) 273-2041",,,,"(775) 273-2041",,,,,,,,,,
c19.link/scheduling.phone.description.pershing,"Community Health Nurse's Office",,,,"Oficina de Enfermería de Salud Comunitaria",,,,,,,,,,
c19.link/scheduling.phone.storey,"1-800-401-0946",,,,"1-800-401-0946",,,,,,,,,,
c19.link/scheduling.phone.description.storey,"Nevada COVID-19 Vaccine Call Center",,,,"Centro de Llamadas de Vacunas COVID-19 de Nevada",,,,,,,,,,
c19.link/scheduling.phone.washoe,"775-328-2427",,,,"775-328-2427",,,,,,,,,,
c19.link/scheduling.phone.description.washoe,"Washoe County Health District",,,,"Distrito de Salud del Condado de Washoe",,,,,,,,,,
c19.link/scheduling.phone.white_pine,"775-293-6558",,,,"775-293-6558",,,,,,,,,,
c19.link/scheduling.phone.description.white_pine,"White Pine County Community Heath",,,,"Heath comunitario del condado de White Pine",,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.nv.1a,"- General Medical and Surgical Hospital Staff
- Psychiatric and Substance Abuse Hospital Staff
- Emergency Medical Services Personnel
- Frontline Public Health Workforce
- Laboratory Workers
- Pharmacists and Pharmacy Technicians
- Outpatient and Home Health Providers",,,,"- Personal del Hospital Médico General y Quirúrgico
- Personal del Hospital psiquiátrico y de abuso de sustancias
- Personal de servicios médicos de emergencia
- Fuerza de trabajo de salud pública de primera línea
- Trabajadores de laboratorio
- Farmacéuticos y Técnicos de Farmacia
- Proveedores ambulatorios y de salud en el hogar",,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.leo_corrections.nv.1a,"- Nevada Department of Corrections Staff
- Law Enforcement and Public Safety Personnel
- Deployed and mission critical personnel who play essential role in national security
- State and Local Emergency Operations Managers and Staff",,,,"- Personal del Departamento de Correccionales de Nevada
- Personal policial y de seguridad pública
- Personal desplegado y de misión crítica que desempeña un papel esencial en la seguridad nacional
- Gerentes y Personal de Operaciones de Emergencia estatales y locales",,,,,,,,,,
