String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/congregate.az,"Do you live with high-risk conditions in a congregate setting?",,,,,,,,,,,,,,
c19.eligibility.question/healthcare_worker.az,"Are you a healthcare or healthcare support worker?",,,,,,,,,,,,,,
c19.eligibility.question/long_term_care_resident.az,"Are you a long-term care resident, or do you work in a long-term care facility?",,,,,,,,,,,,,,
c19.eligibility.question/ems_worker.az,"Are you an emergency medical services worker?",,,,,,,,,,,,,,
c19.eligibility.question/education_childcare_worker.az,"Are you an education or child-care worker?",,,,,,,,,,,,,,
c19.eligibility.question/proctective_services_worker.az,"Are you a protective services worker?",,,,,,,,,,,,,,
c19.links/info.az.maricopa,"Maricopa County COVID-19 Site",,,,,,,,,,,,,,
c19.links/registration.az,"Arizona DHS Vaccine Patient Portal",,,,,,,,,,,,,,
c19.links/info.az.apachenavajo,"Apache and Navajo County COVID-19 Info",,,,,,,,,,,,,,
c19.links/info.az.cochise,"Cochise County COVID-19 Vaccination Info",,,,,,,,,,,,,,
c19.links/info.az.cococino,"Coconino County COVID-19 Vaccine Info",,,,,,,,,,,,,,
c19.links/info.az.gila,"Gila County COVID-19 Info",,,,,,,,,,,,,,
c19.links/info.az.graham,"Graham County COVID-19 Vaccination Info",,,,,,,,,,,,,,
c19.links/registration.az.graham,"Graham County COVID-19 Vaccination Registration",,,,,,,,,,,,,,
c19.links/info.az.greenlee,"Greenlee County Health & County Services",,,,,,,,,,,,,,
c19.links/registration.az.greenlee,"Greenlee County Vaccination Registration",,,,,,,,,,,,,,
c19.links/info.az.lapaz,"La Paz County Health Department",,,,,,,,,,,,,,
c19.links/hotline.az.lapaz.text,"La Paz County Vaccination Hotline",,,,,,,,,,,,,,
c19.links/hotline.az.lapaz.description,"928-503-5763 & 928-502-0773",,,,,,,,,,,,,,
c19.links/info.az.mojave,"Mojave County COVID-19 Vaccine Statu",,,,,,,,,,,,,,
c19.links/providers.az.mojave,"Mojave County Vaccination Providers",,,,,,,,,,,,,,
c19.links/info.az.pima,"Pima County COVID-19 Vaccine Info & Distribution",,,,,,,,,,,,,,
c19.links/registration.az.pima,"Pima County COVID-19 Vaccination Registration",,,,,,,,,,,,,,
c19.links/providers.az.pinal,"Pinal County COVID-19 Providers",,,,,,,,,,,,,,
c19.links/info.az.santacruz,"Santa Cruz COVID-19 Info",,,,,,,,,,,,,,
c19.links/registration.az.santacruz,"Santa Cruz County COVID-19 Vaccination Registration",,,,,,,,,,,,,,
c19.links/info.az.yavapai,"Yavapai County COVID-19 Vaccine Status",,,,,,,,,,,,,,
c19.links/hotline.az.yavapai,"Yavapai County COVID-19 Hotline",,,,,,,,,,,,,,
c19.links/info.az.yuma,"Yuma County COVID-19 Vaccination Info",,,,,,,,,,,,,,
