String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.link/scheduling.phone.or,"866-698-6155",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.or,"Open 6am-7pm daily",,,,,,,,,,,,,,
c19.link/scheduling.phone.baker_county,"541-523-8211",,,,,,,,,,,,,,
c19.link/scheduling.phone.clatsop,"503-325-8500",,,,,,,,,,,,,,
c19.link/scheduling.phone.or.columbia,"503-397-7247",,,,,,,,,,,,,,
c19.link/scheduling.phone.or.crook,"541-447-5165",,,,,,,,,,,,,,
c19.link/scheduling.phone.curry,"541-247-3119",,,,,,,,,,,,,,
c19.link/scheduling.phone.deschutes,"541-699-5109",,,,,,,,,,,,,,
c19.link/scheduling.phone.douglas,"541-464-6550",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.douglas,"8am-5pm 7 days per week",,,,,,,,,,,,,,
c19.link/scheduling.phone.gilliam,"541-506-2600",,,,,,,,,,,,,,
c19.link/scheduling.phone.grant,"541-575-0429",,,,,,,,,,,,,,
c19.link/scheduling.phone.harney,"541-573-2271",,,,,,,,,,,,,,
c19.link/scheduling.phone.hood_river,"541-399-8022",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.hood_river,"English: 541-399-8022; Spanish: 541-399-8023",,,,,,,,,,,,,,
c19.link/scheduling.phone.jefferson,"541-699-5109",,,,,,,,,,,,,,
c19.link/scheduling.phone.josephine,"541-789-2813",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.josephine,"If you are eligible to get a vaccine, please call 541-789-2813, Option 2 from 8 a.m. to 5 p.m., Monday through Friday to schedule an appointment. To speak with a Spanish speaking representative, call 541-789-2813, Option 3 from 9 a.m. to 4 p.m., Monday through Friday.",,,,,,,,,,,,,,
c19.link/scheduling.phone.klamath,"1-833-606-4370",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.klamath,"Vaccination scheduler for eligible people: 1-833-606-4370 General information recorded line: 541-885-6753",,,,,,,,,,,,,,
c19.link/scheduling.phone.lake,"541-947-6045",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.lake,"Mon. - Fri., 8 a.m. - 5 p.m.",,,,,,,,,,,,,,
c19.link/scheduling.phone.lane,"541-682-1380",,,,,,,,,,,,,,
c19.link/scheduling.phone.or.lincoln,"541-265-0621",,,,,,,,,,,,,,
c19.link/scheduling.phone.linn,"541-967-3888",,,,,,,,,,,,,,
c19.link/scheduling.phone.malheur,"541-889-7279",,,,,,,,,,,,,,
c19.link/scheduling.phone.morrow,"541-676-5649",,,,,,,,,,,,,,
c19.link/scheduling.phone.sherman,"541-506-2600",,,,,,,,,,,,,,
c19.link/scheduling.phone.tillamook,"503-842-3914",,,,,,,,,,,,,,
c19.link/scheduling.phone.umatilla,"541-278-5432",,,,,,,,,,,,,,
c19.link/scheduling.phone.union,"541-962-8800",,,,,,,,,,,,,,
c19.link/scheduling.phone.wallowa,"541-426-5437",,,,,,,,,,,,,,
c19.link/scheduling.phone.description.wallowa,"Mon. - Fri., 8 a.m. - 4 p.m.",,,,,,,,,,,,,,
c19.link/scheduling.phone.wasco,"541-506-2600",,,,,,,,,,,,,,
c19.link/scheduling.phone.wheeler,"971-762-0527",,,,,,,,,,,,,,
c19.link/scheduling.phone.yamhill,"503-474-4100",,,,,,,,,,,,,,
c19.eligibility.moreinfo/congregate.do.or.1b,"This includes all paid and unpaid healthcare personnel, all staff and contractors, including residents who meet the age requirements of Residential care facilities, Adult foster care, Group homes for people with intellectual and developmental disabilities, Other similar congregate care sites; 
- Hospice programs
- Mobile crisis care and related services
- Individuals working in a correctional setting
- Adults and youth in custody 16 years and older",,,,,,,,,,,,,,
c19.eligibility.moreinfo/healthcare_worker.or.1b,"This includes
- Hospital staff with patient care responsibilities
- Urgent care
- Skilled nursing and memory care facility healthcare personnel (HCP) and residents
- Tribal health programs
- Emergency medical services (EMS) providers and other first responders
- All health care interpreters and traditional health workers in any setting within Phase 1a
- HCPs in outpatient settings serving specific high-risk groups
- Day treatment services
- Non-emergency medical transport (NEMT)
- Paid or unpaid caregivers (including parents or foster parents) of medically fragile children or adults who live at home
- Adults and age-eligible children who have a medical condition or disability who receive services in their homes
- All other outpatient HCPs
- Other HCP who provide direct service to people with I/DD and other high-risk populations.
- Other public health settings, such as HCP serving WIC, or CBO's with direct or indirect exposures",,,,,,,,,,,,,,
c19.eligibility.moreinfo/essential_worker.are_you.or.1b,"This includes childcare providers, early learning and K-12 educators and staff",,,,,,,,,,,,,,
